text	passage	paragraph	offset	before	after	evidence_edition	kind
sen--seneca.ep20	3	4	1174	singuliconferant	singuli conferant	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	1033	iamfacta	iam facta	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	960	mensnostra	mens nostra	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	887	nobiscadendum	nobis cadendum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	660	humanaprotendi	humana protendi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	589	putresortiti	putre sortiti	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	437	aliquandosuperest	aliquando superest	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	212	uidemusquam	uidemus quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	138	exirenon	exire non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	4	65	sedeuenientis	sede uenientis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	5	511	uitiorumadsidua	uitiorum adsidua	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	5	434	indiciumest	indicium est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	5	211	alternisVatinii	alternis Vatinii	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	5	138	esseostendebat	esse ostendebat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	5	65	speciesnon	species non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	949	meritodici	merito dici	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	873	efficeut	effice ut	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	724	mutamussubinde	mutamus subinde	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	647	multiformessumus	multiformes sumus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	581	unumhominem	unum hominem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	508	atquealius	atque alius	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	359	subsiditet	subsidit et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	7	70	numquameundem	numquam eundem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	9	205	Posidoniumet	Posidonium et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	3	9	64	quasatis	qua satis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	1163	quidquidadloquimur	quidquid adloquimur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	1007	efferatissimosinhibere	efferatissimos inhibere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	924	inmoderatumquein	inmoderatumque in	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	771	felicitasdicitur	felicitas dicitur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	697	minustimeam	minus timeam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	624	naturaetuae	naturae tuae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	549	demumintelleges	demum intelleges	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	475	nisiquid	nisi quid	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	402	iudicasmores	iudicas mores	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	329	hominemnatura	hominem natura	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	261	quaedamnaturam	quaedam naturam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	1	45	adexercendum	ad exercendum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	2	428	posuitcelerrime	posuit celerrime	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	2	357	pictorcolores	pictor colores	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	2	282	instrumentasua	instrumenta sua	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	2	208	aliterquam	aliter quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	2	137	Esseautem	Esse autem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	3	248	editaprotinus	edita protinus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	3	176	hisnatura	his natura	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	3	103	manuset	manus et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	3	28	peritosquod	peritos quod	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	943	aduiuendum	ad uiuendum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	864	membrorumtam	membrorum tam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	792	pedesconstitit	pedes constitit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	717	tamendesiderio	tamen desiderio	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	647	locumreponantur	locum reponantur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	572	duriorisinuersa	durioris inuersa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	500	seper	se per	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	425	simultemptare	simul temptare	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	347	prohibentenitantur	prohibente nitantur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	280	adigitilla	adigit illa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	209	quaenecessitate	quae necessitate	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	130	metusqueilla	metusque illa	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	4	61	alitermouerint	aliter mouerint	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	1256	dilucidusnec	dilucidus nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	1180	infantibusquoque	infantibus quoque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	1105	illudignorat	illud ignorat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	1034	nonex	non ex	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	874	constitutionissuae	constitutionis suae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	810	quamuisnaturam	quamuis naturam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	744	autunde	aut unde	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	671	Nosquoque	Nos quoque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	594	Praetereaipsam	Praeterea ipsam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	513	constitutionemsuam	constitutionem suam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	434	intellegiturquam	intellegitur quam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	363	finitionemintellegi	finitionem intellegi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	211	nascioportet	nasci oportet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	5	137	quoqueuix	quoque uix	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	2057	animalad	animal ad	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1984	quoquetransuolantium	quoque transuolantium	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1909	effusaquid	effusa quid	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1831	prioribusepistulis	prioribus epistulis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1756	tutelacertissima	tutela certissima	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1688	sedinnascitur	sed innascitur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1467	aliareferantur	alia referantur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1318	quodtranseat	quod transeat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1242	infantiest	infanti est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1169	naturacommendat	natura commendat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	1088	constitutionissuae	constitutionis suae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	877	eamtuetur	eam tuetur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	804	areamspectat	aream spectat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	729	quidemculmo	quidem culmo	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	651	constitutionemhabet	constitutionem habet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	502	huicconstitutioni	huic constitutioni	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	428	omnesei	omnes ei	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	355	constitutioest	constitutio est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	283	rationalipotest	rationali potest	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	210	carusest	carus est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	4	6	136	hominemsibi	hominem sibi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	2478	tacitisquoque	tacitis quoque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	2123	etuiuere	et uiuere	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	2052	suiet	sui et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	1904	fauisangulorum	fauis angulorum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	1833	nullumest	nullum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	1686	densorara	denso rara	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	1391	naturapraecepit	natura praecepit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	1020	quosecari	quo secari	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	870	omnibusest	omnibus est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	799	tardumest	tardum est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	726	apparetnon	apparet non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	655	apernicioso	a pernicioso	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	582	necumquam	nec umquam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	427	nocituriscientiam	nocituri scientiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	360	quarepulli	quare pulli	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	288	gallinanon	gallina non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	138	quemadmodumintellegat	quemadmodum intellegat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	1	64	salutarisaut	salutaris aut	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	3	351	peruerterintnec	peruerterint nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	3	287	multishoc	multis hoc	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	3	218	altosole	alto sole	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	3	138	Officiosiormeliorque	Officiosior meliorque	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	5	217	nesciuntquando	nesciunt quando	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	5	140	uideruntnec	uiderunt nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	5	70	ineadem	in eadem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	878	malorumdixerim	malorum dixerim	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	804	euanidialbent	euanidi albent	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	655	saginasubcrescit	sagina subcrescit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	578	exercitationeiacentibus	exercitatione iacentibus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	513	inmotaefacile	inmotae facile	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	436	aliquidex	aliquid ex	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	288	interdiuparentatur	interdiu parentatur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	6	210	uigiliaetempus	uigiliae tempus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	2515	totodie	toto die	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	2444	etoccasus	et occasus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	2369	Iuliuscarmen	Iulius carmen	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	2117	acerboqui	acerbo qui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	2049	mihidefunctorum	mihi defunctorum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1972	publicusrelinquatur	publicus relinquatur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1902	facerequod	facere quod	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1828	nuncprandeamus	nunc prandeamus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1666	institueruntomnia	instituerunt omnia	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1593	nonuidentur	non uidentur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1516	naturamqui	naturam qui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1447	indeortis	inde ortis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1372	summisturribus	summis turribus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1219	concupiscuntrosam	concupiscunt rosam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1155	neaetas	ne aetas	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	1082	uirumpati	uirum pati	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	708	faciuntet	faciunt et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	637	Postprandium	Post prandium	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	561	sudoremquem	sudorem quem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	205	peruersisnec	peruersis nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	137	omniadebitum	omnia debitum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	5	7	66	totamuitam	totam uitam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	1022	diciturrationes	dicitur rationes	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	880	sesupra	se supra	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	800	Albinouanumnarrantem	Albinouanum narrantem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	731	occupataciuitate	occupata ciuitate	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	347	concupiscentiaut	concupiscenti aut	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	1	280	nihiliuuat	nihil iuuat	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	1311	aliauita	alia uita	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	1236	illamsequentibus	illam sequentibus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	1164	tenendanobis	tenenda nobis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	1095	petuntomnes	petunt omnes	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	940	elegantiacenarum	elegantia cenarum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	867	uitaecommunis	uitae communis	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	643	declinationescapit	declinationes capit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	506	uariasunt	uaria sunt	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	326	nisinoctem	nisi noctem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	252	huiusdiem	huius diem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	178	diciturmulsum	dicitur mulsum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	2	27	noctisquid	noctis quid	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1589	desiderandosuppleuit	desiderando suppleuit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1437	argumentaquae	argumenta quae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1370	aequeapparet	aeque apparet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1151	laborcontraxit	labor contraxit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1082	nonbalineum	non balineum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	1004	uoluptatemcapiam	uoluptatem capiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	933	moratusuenter	moratus uenter	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	716	multaetemporum	multae temporum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	570	necante	nec ante	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	497	famesreddet	fames reddet	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	209	ipsoloquor	ipso loquor	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	131	lassitudinempono	lassitudinem pono	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	4	65	multanocte	multa nocte	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	953	estneminem	est neminem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	875	paedagogiaoblita	paedagogia oblita	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	806	uiderieas	uideri eas	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	664	hominemuenire	hominem uenire	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	595	turpeest	turpe est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	5	526	utillos	ut illos	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	2420	petentiaconcitemur	petentia concitemur	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	2279	uictusadstrictior	uictus adstrictior	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	2134	nosaut	nos aut	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1984	rectumsequi	rectum sequi	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1825	praeteruehinoluit	praeteruehi noluit	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1756	uocesnon	uoces non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1682	fecerisnec	feceris nec	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1603	superciliososalienae	superciliosos alienae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1458	procurareet	procurare et	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1382	uiueresed	uiuere sed	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	1089	uoluptatesrecepturae	uoluptates recepturae	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	945	hocest	hoc est	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	795	peruenituruerba	peruenitur uerba	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	573	Necfacile	Nec facile	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	426	acdulcedinem	ac dulcedinem	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	372	synphoniam	symphoniam	perseus--phi1017.phi015.perseus-lat2	replace
sen--seneca.ep20	6	6	347	Quemadmodumqui	Quemadmodum qui	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	280	nosetiam	nos etiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	209	nametiam	nam etiam	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	6	6	136	uerbagestarent	uerba gestarent	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	1446	salutisaeger	salutis aeger	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	1297	interestutrum	interest utrum	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	1157	malumnon	malum non	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	928	humilisres	humilis res	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	860	auresderigamus	aures derigamus	perseus--phi1017.phi015.perseus-lat2	split
sen--seneca.ep20	7	1	785	amandisint	amandi sint	perseus--phi1017.phi015.perseus-lat2	split
